Date,btc_market_price,btc_total_bitcoins,btc_market_cap,btc_trade_volume,btc_blocks_size,btc_avg_block_size,btc_n_orphaned_blocks,btc_n_transactions_per_block,btc_median_confirmation_time,btc_hash_rate,btc_difficulty,btc_miners_revenue,btc_transaction_fees,btc_cost_per_transaction_percent,btc_cost_per_transaction,btc_n_unique_addresses,btc_n_transactions,btc_n_transactions_total,btc_n_transactions_excluding_popular,btc_n_transactions_excluding_chains_longer_than_100,btc_output_volume,btc_estimated_transaction_volume,btc_estimated_transaction_volume_usd
2010-02-23 00:00:00,0.0,2110700.0,0.0,0.0,0.0,0.000216334661355,0.0,1.0,0.0,3.15392916043e-05,2.52773821507,0.0,0.0,25100.0,0.0,252.0,252.0,42613.0,252.0,252.0,12600.0,50.0,0.0
2010-02-24 00:00:00,0.0,2120200.0,0.0,0.0,0.0,0.000281721052632,0.0,1.0,0.0,3.57130536259e-05,3.78117925203,0.0,0.0,179.245283019,0.0,195.0,196.0,42809.0,196.0,196.0,14800.0,5300.0,0.0
2010-02-25 00:00:00,0.0,2127600.0,0.0,0.0,0.0,0.000226905405405,0.0,1.0,0.0,2.78185891402e-05,3.78117925203,0.0,0.0,1057.14285714,0.0,150.0,150.0,42959.0,150.0,150.0,8100.0,700.0,0.0
2010-02-26 00:00:00,0.0,2136100.0,0.0,0.0,0.0,0.000318676470588,0.0,1.0,0.0,3.19537848232e-05,3.78117925203,0.0,0.0,64.582059104,0.0,176.0,176.0,43135.0,176.0,176.0,29349.0,13162.0,0.0
2010-02-27 00:00:00,0.0,2144750.0,0.0,0.0,0.0,0.000223416184971,0.0,1.0,0.0,3.25176751436e-05,3.78117925203,0.0,0.0,1922.22222222,0.0,176.0,176.0,43311.0,176.0,176.0,9101.0,450.0,0.0
2010-02-28 00:00:00,0.0,2152850.0,0.0,0.0,0.0,0.000291450617284,0.0,1.0,0.0,3.04500773021e-05,3.78117925203,0.0,0.0,154.285714286,0.0,165.0,165.0,43476.0,165.0,165.0,13399.0,5250.0,0.0
2010-03-01 00:00:00,0.0,2162150.0,0.0,0.0,0.0,0.000228225806452,0.0,1.0,0.0,3.49611998654e-05,3.78117925203,0.0,0.0,930.0,0.0,187.0,187.0,43663.0,187.0,187.0,10300.0,1000.0,0.0
2010-03-02 00:00:00,0.0,2171950.0,0.0,0.0,0.0,0.000248005102041,0.0,1.0,0.0,3.68408342668e-05,3.78117925203,0.0,0.0,376.923076923,0.0,203.0,204.0,43867.0,204.0,204.0,12400.0,2600.0,0.0
2010-03-03 00:00:00,0.0,2179350.0,0.0,0.0,0.0,0.000220128378378,0.0,1.0,0.0,2.78185891402e-05,3.78117925203,0.0,0.0,2960.0,0.0,150.0,151.0,44018.0,151.0,151.0,7650.0,250.0,0.0
2010-03-04 00:00:00,0.0,2188450.0,0.0,0.0,0.0,0.000295802197802,0.0,1.0,0.0,3.42093461049e-05,3.78117925203,0.0,0.0,88.3495145631,0.0,187.0,187.0,44205.0,187.0,187.0,19400.0,10300.0,0.0
2010-03-05 00:00:00,0.0,2197200.0,0.0,0.0,0.0,0.000465874285714,0.0,1.0,0.0,3.28936020239e-05,3.78117925203,0.0,0.0,45.6919060052,0.0,178.0,178.0,44383.0,178.0,178.0,27900.0,19150.0,0.0
2010-03-06 00:00:00,0.0,2206350.0,0.0,0.0,0.0,0.000275076502732,0.0,1.0,0.0,3.4397309545e-05,3.78117925203,0.0,0.0,38.6949606474,0.0,187.0,188.0,44571.0,188.0,188.0,32797.39,23646.0,0.0
2010-03-07 00:00:00,0.0,2215000.0,0.0,0.0,0.0,0.00029489017341,0.0,1.0,0.0,3.25176751436e-05,3.78117925203,0.0,0.0,114.496440683,0.0,177.0,178.0,44749.0,178.0,178.0,16250.0,7555.0,0.0
2010-03-08 00:00:00,0.0,2221800.0,0.0,0.0,0.0,0.000370110294118,0.0,1.0,0.0,3.06328161893e-05,4.53108175007,0.0,0.0,75.4668400924,0.0,143.0,141.0,44890.0,141.0,141.0,15845.18,9011.0,0.0
2010-03-09 00:00:00,0.0,2229200.0,0.0,0.0,0.0,0.000277486486486,0.0,1.0,0.0,3.33357117355e-05,4.53108175007,0.0,0.0,185.0,0.0,149.0,149.0,45039.0,149.0,149.0,11400.0,4000.0,0.0
2010-03-10 00:00:00,0.0,2236650.0,0.0,0.0,0.0,0.000232087248322,0.0,1.0,0.0,3.3560953031e-05,4.53108175007,0.0,0.0,551.443375278,0.0,153.0,152.0,45191.0,152.0,152.0,8850.0,1351.0,0.0
2010-03-11 00:00:00,0.0,2243950.0,0.0,0.0,0.0,0.000288479452055,0.0,1.0,0.0,3.28852291444e-05,4.53108175007,0.0,0.0,167.777522409,0.0,155.0,154.0,45345.0,154.0,154.0,11749.99,4351.0,0.0
2010-03-12 00:00:00,0.0,2249850.0,0.0,0.0,0.0,0.000220728813559,0.0,1.0,0.0,2.65784728702e-05,4.53108175007,0.0,0.0,2360.0,0.0,119.0,119.0,45464.0,119.0,119.0,6150.0,250.0,0.0
2010-03-13 00:00:00,0.0,2257750.0,0.0,0.0,0.0,0.000243582278481,0.0,1.0,0.0,3.55881246906e-05,4.53108175007,0.0,0.0,415.789473684,0.0,160.0,160.0,45624.0,160.0,160.0,9800.0,1900.0,0.0
2010-03-14 00:00:00,0.0,2264000.0,0.0,0.0,0.0,0.000227016,0.0,1.0,0.0,2.81551619387e-05,4.53108175007,0.0,0.0,403.225806452,0.0,127.0,127.0,45751.0,127.0,127.0,7800.0,1550.0,0.0
2010-03-15 00:00:00,0.0,2270200.0,0.0,0.0,0.0,0.000223758064516,0.0,1.0,0.0,2.79299206432e-05,4.53108175007,0.0,0.0,88571.4285714,0.0,131.0,128.0,45879.0,128.0,128.0,6302.0,7.0,0.0
2010-03-16 00:00:00,0.0,2277000.0,0.0,0.0,0.0,0.000219161764706,0.0,1.0,0.0,3.06328161893e-05,4.53108175007,0.0,0.0,4533.33333333,0.0,138.0,138.0,46017.0,138.0,138.0,6950.0,150.0,0.0
2010-03-17 00:00:00,0.0,2283150.0,0.0,0.0,0.0,0.000259170731707,0.0,1.0,0.0,2.77046793477e-05,4.53108175007,0.0,0.0,285.913528591,0.0,127.0,127.0,46144.0,127.0,127.0,8301.0,2151.0,0.0
2010-03-18 00:00:00,0.0,2290950.0,0.0,0.0,0.0,0.000224628205128,0.0,1.0,0.0,3.51376420995e-05,4.53108175007,0.0,0.0,3250.0,0.0,163.0,161.0,46305.0,161.0,161.0,8130.0,240.0,0.0
2010-03-19 00:00:00,0.0,2297600.0,0.0,0.0,0.0,0.000371007518797,0.0,1.0,0.0,2.99570923028e-05,4.53108175007,0.0,0.0,75.3968253968,0.0,140.0,144.0,46449.0,144.0,144.0,15470.0,8820.0,0.0
2010-03-20 00:00:00,0.0,2307250.0,0.0,0.0,0.0,0.000267533678756,0.0,1.0,0.0,4.34715700334e-05,4.53108175007,0.0,0.0,249.612002069,0.0,204.0,203.0,46652.0,203.0,203.0,13696.0,3866.0,0.0
2010-03-21 00:00:00,0.0,2316300.0,0.0,0.0,0.0,0.000236397790055,0.0,1.0,0.0,4.07686744873e-05,4.53108175007,0.0,0.0,577.53669432,0.0,191.0,191.0,46843.0,191.0,191.0,11552.0,1567.0,0.0
2010-03-22 00:00:00,0.0,2325150.0,0.0,0.0,0.0,0.000246796610169,0.0,1.0,0.0,4.01675798142e-05,4.56516291034,0.0,0.0,333.962264151,0.0,184.0,186.0,47029.0,186.0,186.0,11500.0,2650.0,0.0
2010-03-23 00:00:00,0.0,2335400.0,0.0,0.0,0.0,0.000258741463415,0.0,1.0,0.0,4.65217732311e-05,4.56516291034,0.0,0.0,276.771200674,0.0,212.0,215.0,47244.0,215.0,215.0,13960.59,3703.0,0.0
2010-03-24 00:00:00,0.0,2344100.0,0.0,0.0,0.0,0.000239971264368,0.0,1.0,0.0,3.94867733766e-05,4.56516291034,0.0,0.0,651.031923014,0.0,183.0,187.0,47431.0,187.0,187.0,10076.34,1336.0,0.0
2010-03-25 00:00:00,0.0,2353400.0,0.0,0.0,0.0,0.000432338709677,0.0,1.0,0.0,4.22099991267e-05,4.56516291034,0.0,0.0,37.9591836735,0.0,196.0,197.0,47628.0,197.0,197.0,33800.0,24500.0,0.0
2010-03-26 00:00:00,0.0,2363150.0,0.0,0.0,0.0,0.000250984615385,0.0,1.0,0.0,4.42524184393e-05,4.56516291034,0.0,0.0,389.682019472,0.0,204.0,213.0,47841.0,213.0,213.0,12351.0,2502.0,0.0
2010-03-27 00:00:00,0.0,2371850.0,0.0,0.0,0.0,0.000256201149425,0.0,1.0,0.0,3.94867733766e-05,4.56516291034,0.0,0.0,205.938606624,0.0,183.0,182.0,48023.0,182.0,182.0,12950.0,4225.0,0.0
2010-03-28 00:00:00,0.0,2381550.0,0.0,0.0,0.0,0.000225974226804,0.0,1.0,0.0,4.40254829602e-05,4.56516291034,0.0,0.0,510.526315789,0.0,197.0,198.0,48221.0,198.0,198.0,11600.0,1900.0,0.0
2010-03-29 00:00:00,0.0,2391150.0,0.0,0.0,0.0,0.000261817708333,0.0,1.0,0.0,4.35716120018e-05,4.56516291034,0.0,0.0,263.01369863,0.0,199.0,205.0,48426.0,205.0,205.0,13250.0,3650.0,0.0
2010-03-30 00:00:00,0.0,2401700.0,0.0,0.0,0.0,0.000223146919431,0.0,1.0,0.0,4.78833861061e-05,4.56516291034,0.0,0.0,1918.18181818,0.0,214.0,217.0,48643.0,217.0,217.0,11100.0,550.0,0.0
2010-03-31 00:00:00,0.0,2412050.0,0.0,0.0,0.0,0.00022861352657,0.0,1.0,0.0,4.69756441894e-05,4.56516291034,0.0,0.0,985.714285714,0.0,209.0,213.0,48856.0,213.0,213.0,11400.0,1050.0,0.0
2010-04-01 00:00:00,0.0,2421500.0,0.0,0.0,0.0,0.000233592592593,0.0,1.0,0.0,5.71745218884e-05,6.085476906,0.0,0.0,641.338871244,0.0,195.0,198.0,49054.0,198.0,198.0,10924.2,1473.0,0.0
2010-04-02 00:00:00,0.0,2428900.0,0.0,0.0,0.0,0.000239283783784,0.0,1.0,0.0,4.47715832777e-05,6.085476906,0.0,0.0,528.571428571,0.0,152.0,155.0,49209.0,155.0,155.0,8800.0,1400.0,0.0
2010-04-03 00:00:00,0.0,2437200.0,0.0,0.0,0.0,0.000235765060241,0.0,1.0,0.0,5.02167758385e-05,6.085476906,0.0,0.0,496.488688432,0.0,173.0,171.0,49380.0,171.0,171.0,10023.48,1672.0,0.0
2010-04-04 00:00:00,0.0,2445500.0,0.0,0.0,0.0,0.000249277108434,0.0,1.0,0.0,5.02167758385e-05,6.085476906,0.0,0.26,394.005421135,0.0,172.0,175.0,49555.0,175.0,175.0,10500.0,2107.0,0.0
2010-04-05 00:00:00,0.0,2453800.0,0.0,0.0,0.0,0.00027934939759,0.0,1.0,0.0,5.02167758385e-05,6.085476906,0.0,0.0,197.149175418,0.0,176.0,179.0,49734.0,179.0,179.0,12594.74,4210.0,0.0
2010-04-06 00:00:00,0.0,2461050.0,0.0,0.0,0.0,0.00037864137931,0.0,1.0,0.0,4.38640511842e-05,6.085476906,0.0,0.0,70.3551528114,0.0,175.0,175.0,49909.0,175.0,175.0,19633.45,10305.0,0.0
2010-04-07 00:00:00,0.0,2470700.0,0.0,0.0,0.0,0.000282715025907,0.0,1.0,0.0,5.83845646797e-05,6.085476906,0.0,0.0,175.483580011,0.0,203.0,207.0,50116.0,207.0,207.0,15153.14,5499.0,0.0
2010-04-08 00:00:00,0.0,2480450.0,0.0,0.0,0.0,0.000264866666667,0.0,1.0,0.0,5.89895860753e-05,6.085476906,0.0,0.0,301.111797406,0.0,209.0,208.0,50324.0,208.0,208.0,13238.74,3238.0,0.0
2010-04-09 00:00:00,0.0,2489300.0,0.0,0.0,0.0,0.00025486440678,0.0,1.0,0.0,5.35443935145e-05,6.085476906,0.0,0.0,367.218393285,0.0,190.0,189.0,50513.0,189.0,189.0,11424.01,2410.0,0.0
2010-04-10 00:00:00,0.0,2501300.0,0.0,0.0,0.0,0.000431445833333,0.0,1.0,0.0,7.26025674773e-05,6.085476906,0.0,0.0,52.5433384023,0.0,302.0,294.0,50807.0,294.0,294.0,53193.0,22838.0,0.0
2010-04-11 00:00:00,0.0,2513250.0,0.0,0.0,0.0,0.000294129707113,0.0,1.0,0.0,7.23000567795e-05,6.085476906,0.0,0.0,114.76524505,0.0,269.0,271.0,51078.0,271.0,271.0,22677.31,10413.0,0.0
2010-04-12 00:00:00,0.0,2524100.0,0.0,0.0,0.0,0.000338958525346,0.0,1.0,0.0,8.43531550865e-05,7.81979699335,0.0,0.0,45.9374759199,0.0,259.0,270.0,51348.0,270.0,270.0,43764.61,23619.0,0.0
2010-04-13 00:00:00,0.0,2532350.0,0.0,0.0,0.0,0.000265054545455,0.0,5.0,0.0,6.41394958031e-05,7.81979699335,0.0,0.0,251.753885402,0.0,182.0,190.0,51538.0,190.0,190.0,11577.0,3277.0,0.0
2010-04-14 00:00:00,0.0,2542350.0,0.0,0.0,0.0,0.000287665,0.0,10.0,0.0,7.77448433977e-05,7.81979699335,0.0,0.0,194.214354383,0.0,233.0,230.0,51768.0,230.0,230.0,15257.29,5149.0,0.0
2010-04-15 00:00:00,0.0,2552650.0,0.0,0.0,0.0,0.000655266990291,0.0,1.0,0.0,8.00771886996e-05,7.81979699335,0.0,0.0,22.4821959561,0.0,277.0,287.0,52055.0,287.0,287.0,114696.12,45814.0,0.0
2010-04-16 00:00:00,0.0,2562750.0,0.0,0.0,0.0,0.000319237623762,0.0,1.0,0.0,7.85222918317e-05,7.81979699335,0.0,0.0,131.317373288,0.0,231.0,234.0,52289.0,234.0,234.0,27931.63,7691.0,0.0
2010-04-17 00:00:00,0.0,2573250.0,0.0,0.0,0.0,0.00029749047619,0.0,1.0,0.0,8.16320855676e-05,7.81979699335,0.0,0.0,133.655123956,0.0,236.0,242.0,52531.0,242.0,242.0,18391.58,7856.0,0.0
2010-04-18 00:00:00,0.0,2586500.0,0.0,0.0,0.0,0.00130918490566,0.0,1.0,0.0,0.000103011917502,7.81979699335,0.0,0.0,150.057474844,0.0,1346.0,1337.0,53868.0,1337.0,308.0,25304.6,8830.0,0.0
2010-04-19 00:00:00,0.0,2597350.0,0.0,0.0,0.0,0.00281600460829,0.0,1.0,0.0,8.43531550865e-05,7.81979699335,0.0,0.0,119.343030367,0.0,2286.0,2296.0,56164.0,2296.0,265.0,43832.61,9091.0,0.0
2010-04-20 00:00:00,0.0,2607600.0,0.0,0.0,0.0,0.000461834146341,0.0,1.0,0.0,7.96884644827e-05,7.81979699335,0.0,0.0,32.1056950805,0.0,234.0,242.0,56406.0,242.0,242.0,42263.8,31926.0,0.0
2010-04-21 00:00:00,0.0,2618650.0,0.0,0.0,0.0,0.000266701357466,0.0,1.0,0.0,8.59080519545e-05,7.81979699335,0.0,0.0,280.099974145,0.0,241.0,251.0,56657.0,251.0,251.0,15308.81,3945.0,0.0
2010-04-22 00:00:00,0.0,2627500.0,0.0,0.0,0.0,0.00031788700565,0.0,1.0,0.0,0.000100871278677,11.4643158055,0.0,0.0,40.0050085367,0.0,207.0,210.0,56867.0,210.0,210.0,31902.85,22122.0,0.0
2010-04-23 00:00:00,0.0,2635000.0,0.0,0.0,0.0,0.000301906666667,0.0,1.0,0.0,8.54841344717e-05,11.4643158055,0.0,0.0,163.462795868,0.0,192.0,198.0,57065.0,198.0,198.0,13790.99,4588.0,0.0
2010-04-24 00:00:00,0.0,2642350.0,0.0,0.0,0.0,0.000393163265306,0.0,1.0,0.0,8.37744517823e-05,11.4643158055,0.0,0.0,261.003888425,0.0,184.0,191.0,57256.0,191.0,191.0,19781.1,2816.0,0.0
2010-04-25 00:00:00,0.0,2650800.0,0.0,0.0,0.0,0.000315059171598,0.0,1.0,0.0,9.63121248381e-05,11.4643158055,0.0,0.0,110.445966435,0.0,196.0,210.0,57466.0,210.0,210.0,21180.8,7651.0,0.0
2010-04-26 00:00:00,0.0,2659300.0,0.0,0.0,0.0,0.000356264705882,0.0,1.0,0.0,9.68820190679e-05,11.4643158055,0.0,0.0,99.5345296993,0.0,211.0,220.0,57686.0,220.0,220.0,17815.5,8540.0,0.0
2010-04-27 00:00:00,0.0,2667800.0,0.0,0.0,0.0,0.000307541176471,0.0,1.0,0.0,9.68820190679e-05,11.4643158055,0.0,0.0,63.4246947407,0.0,216.0,225.0,57911.0,225.0,225.0,22343.93,13402.0,0.0
2010-04-28 00:00:00,0.0,2676550.0,0.0,0.0,0.0,0.000326982857143,0.0,1.0,0.0,9.9731490217e-05,11.4643158055,0.0,0.0,129.257177466,0.0,212.0,219.0,58130.0,219.0,219.0,16271.87,6769.0,0.0
2010-04-29 00:00:00,0.0,2684500.0,0.0,0.0,0.0,0.000292377358491,0.0,1.0,0.0,9.061318254e-05,11.4643158055,0.0,0.0,146.467102936,0.0,188.0,197.0,58327.0,197.0,197.0,13386.03,5428.0,0.0
